# (x y) dist_from_charge phi Ex Ey Ez
1.700000000000000000e+01 2.600000000000000000e+01 8.062257748298549132e+00 2.087193634947818399e+00 -1.569652319385809840e-04 1.246113636917911723e-03 -1.402589817525289745e-06
1.800000000000000000e+01 2.600000000000000000e+01 7.071067811865475505e+00 1.956011502714072980e+00 -2.339003377081231780e-04 1.627601503325635298e-03 -1.446830623096778679e-06
1.900000000000000000e+01 2.600000000000000000e+01 6.082762530298219339e+00 1.805458956322112174e+00 -3.705748587622464604e-04 2.214104418194240247e-03 -1.485570703209371235e-06
2.000000000000000000e+01 2.600000000000000000e+01 5.099019513592784492e+00 1.629048269010740846e+00 -6.371708225940920720e-04 3.177246720974967117e-03 -1.518469212117776190e-06
2.100000000000000000e+01 2.600000000000000000e+01 4.123105625617660586e+00 1.416606672028108083e+00 -1.224596043142476241e-03 4.890826755968358253e-03 -1.545419741328865615e-06
2.200000000000000000e+01 2.600000000000000000e+01 3.162277660168379523e+00 1.151292546497022951e+00 -2.736504418690676593e-03 8.203251073218217893e-03 -1.566138141246425919e-06
2.300000000000000000e+01 2.600000000000000000e+01 2.236067977499789805e+00 8.047189562170502519e-01 -7.418632434400058984e-03 1.483247455695853138e-02 -1.580588766770738007e-06
2.400000000000000000e+01 2.600000000000000000e+01 1.414213562373095145e+00 3.465735902799726986e-01 -2.506794756252013479e-02 2.506473766154888178e-02 -1.588558170294990246e-06
2.500000000000000000e+01 2.600000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 -1.049224253858834360e-01 -1.590090021222345662e-06 -1.590090021218876215e-06
2.600000000000000000e+01 2.600000000000000000e+01 1.414213562373095145e+00 3.465735902799726986e-01 -2.506793098697204791e-02 -2.506793098697204791e-02 -1.585050832860618319e-06
2.700000000000000000e+01 2.600000000000000000e+01 2.236067977499789805e+00 8.047189562170502519e-01 -7.418599136825257401e-03 -1.483570767456381459e-02 -1.573566739763998523e-06
2.800000000000000000e+01 2.600000000000000000e+01 3.162277660168379523e+00 1.151292546497022951e+00 -2.736454106111172943e-03 -8.206550828737838726e-03 -1.555587704198113652e-06
2.900000000000000000e+01 2.600000000000000000e+01 4.123105625617660586e+00 1.416606672028108083e+00 -1.224528266015892375e-03 -4.894220913643234326e-03 -1.531319485895132892e-06
3.000000000000000000e+01 2.600000000000000000e+01 5.099019513592784492e+00 1.629048269010740846e+00 -6.370849743261974146e-04 -3.180763834822668973e-03 -1.500792985316065642e-06
3.100000000000000000e+01 2.600000000000000000e+01 6.082762530298219339e+00 1.805458956322112174e+00 -3.704701548529450508e-04 -2.217774575712067042e-03 -1.464285000755266575e-06
3.200000000000000000e+01 2.600000000000000000e+01 7.071067811865475505e+00 1.956011502714072980e+00 -2.337758134359109452e-04 -1.631456256676257818e-03 -1.421899466820183977e-06
3.300000000000000000e+01 2.600000000000000000e+01 8.062257748298549132e+00 2.087193634947818399e+00 -1.568197090910769705e-04 -1.250186792621754174e-03 -1.373970924230596968e-06
3.400000000000000000e+01 2.600000000000000000e+01 9.055385138137417300e+00 2.203359623632126674e+00 -1.102446194260926771e-04 -9.890434590339373770e-04 -1.320664367558330166e-06
3.500000000000000000e+01 2.600000000000000000e+01 1.004987562112088995e+01 2.307560258420629840e+00 -8.039852221518664632e-05 -8.027287120536338860e-04 -1.262355719432346757e-06
3.600000000000000000e+01 2.600000000000000000e+01 1.104536101718726115e+01 2.402010522366628376e+00 -6.036485036272753318e-05 -6.654320412631375276e-04 -1.199256789669728152e-06
3.700000000000000000e+01 2.600000000000000000e+01 1.204159457879229578e+01 2.488366871210287101e+00 -4.638838008656450719e-05 -5.616173452505069351e-04 -1.131767426875221472e-06
3.800000000000000000e+01 2.600000000000000000e+01 1.303840481040529831e+01 2.567899218525131033e+00 -3.631026507503192120e-05 -4.814885992582337154e-04 -1.060131706960652093e-06
3.900000000000000000e+01 2.600000000000000000e+01 1.403566884761819900e+01 2.641601864368994246e+00 -2.882972151153776266e-05 -4.186359494321033499e-04 -9.847568259336181989e-07
4.000000000000000000e+01 2.600000000000000000e+01 1.503329637837290811e+01 2.710267499636143107e+00 -2.313021428871817574e-05 -3.687226582536453148e-04 -9.059060930450418825e-07
4.100000000000000000e+01 2.600000000000000000e+01 1.603121954188139853e+01 2.774538042447610042e+00 -1.868162976443308622e-05 -3.287437591061733669e-04 -8.239800368013347476e-07
4.200000000000000000e+01 2.600000000000000000e+01 1.702938636592640265e+01 2.834940461490259800e+00 -1.512854203559457159e-05 -2.965628995606266151e-04 -7.392511035481455495e-07
4.300000000000000000e+01 2.600000000000000000e+01 1.802775637731994607e+01 2.891912591164868651e+00 -1.222642670671710789e-05 -2.706434960545412924e-04 -6.521028903202531757e-07
4.400000000000000000e+01 2.600000000000000000e+01 1.902629759044044633e+01 2.945822105912885291e+00 -9.802116341552221876e-06 -2.498568770280478564e-04 -5.628106774534019294e-07
4.500000000000000000e+01 2.600000000000000000e+01 2.002498439450078749e+01 2.996980713653284667e+00 -7.730176746138404595e-06 -2.333774530334848567e-04 -4.717351938562496655e-07
4.600000000000000000e+01 2.600000000000000000e+01 2.102379604162863913e+01 3.045654941038848929e+00 -5.916852127995188889e-06 -2.205911322747023296e-04 -3.791522765711854460e-07
4.700000000000000000e+01 2.600000000000000000e+01 2.202271554554523902e+01 3.092074445468741661e+00 -4.290217339355661009e-06 -2.110557557845351394e-04 -2.853981293813386173e-07
4.800000000000000000e+01 2.600000000000000000e+01 2.302172886644267535e+01 3.136438503273083711e+00 -2.792777985810915298e-06 -2.044515060040873427e-04 -1.907505333194770697e-07
4.900000000000000000e+01 2.600000000000000000e+01 2.402082429892862692e+01 3.178921133254049902e+00 -1.376733908587353459e-06 -1.108700110265302755e-04 -9.552318414832606380e-08
0.000000000000000000e+00 2.700000000000000000e+01 2.507987240796890660e+01 3.222065628350220479e+00 -2.268102470024692917e-06 8.010105530602547688e-05 -9.197914617619013834e-08
1.000000000000000000e+00 2.700000000000000000e+01 2.408318915758459156e+01 3.181514051770232498e+00 -4.596944206268559034e-06 1.819952507107918977e-04 -1.837049711017125272e-07
2.000000000000000000e+00 2.700000000000000000e+01 2.308679276123039159e+01 3.139260712082922122e+00 -7.051149509287922643e-06 1.875247768899508108e-04 -2.749355290027673954e-07
3.000000000000000000e+00 2.700000000000000000e+01 2.209072203437452231e+01 3.095157702926573773e+00 -9.703254729288780973e-06 1.954817915421820673e-04 -3.653984368825547238e-07
4.000000000000000000e+00 2.700000000000000000e+01 2.109502310972898798e+01 3.049037141083120073e+00 -1.263916516719610804e-05 2.061039282399937281e-04 -4.548555916939487145e-07
5.000000000000000000e+00 2.700000000000000000e+01 2.009975124224177989e+01 3.000707438980574793e+00 -1.596433114559817762e-05 2.197143019697574444e-04 -5.430091219081828804e-07
6.000000000000000000e+00 2.700000000000000000e+01 1.910497317454279909e+01 2.949948676791245727e+00 -1.981342417039502410e-05 2.367580014765022960e-04 -6.296187708631443419e-07
7.000000000000000000e+00 2.700000000000000000e+01 1.811077027627483460e+01 2.896506804192072071e+00 -2.436249315590944143e-05 2.578217932000836151e-04 -7.143573215057921408e-07
8.000000000000000000e+00 2.700000000000000000e+01 1.711724276862369010e+01 2.840086304508533832e+00 -2.984868332893278811e-05 2.836946708730153687e-04 -7.969791230642668534e-07
9.000000000000000000e+00 2.700000000000000000e+01 1.612451549659709826e+01 2.780340815507763796e+00 -3.659764267560693465e-05 3.154240511153187047e-04 -8.771273995215270874e-07
1.000000000000000000e+01 2.700000000000000000e+01 1.513274595042155646e+01 2.716861001777119977e+00 -4.506845523474670503e-05 3.544289662312015508e-04 -9.545515433288624674e-07
1.100000000000000000e+01 2.700000000000000000e+01 1.414213562373095101e+01 2.649158683274018156e+00 -5.592197944527359244e-05 4.026387407539747370e-04 -1.028869354586722795e-06
1.200000000000000000e+01 2.700000000000000000e+01 1.315294643796590535e+01 2.576645797248889647e+00 -7.013571788158667365e-05 4.627328982147191697e-04 -1.099829880538485960e-06
1.300000000000000000e+01 2.700000000000000000e+01 1.216552506059643868e+01 2.498606136882057349e+00 -8.919368211392328556e-05 5.384854979256050497e-04 -1.167034197726950218e-06
1.400000000000000000e+01 2.700000000000000000e+01 1.118033988749894903e+01 2.414156868651150756e+00 -1.154215694390923336e-04 6.353399775204382482e-04 -1.230239758696904939e-06
1.500000000000000000e+01 2.700000000000000000e+01 1.019803902718556898e+01 2.322195449570686243e+00 -1.525900918092617728e-04 7.613202721003290395e-04 -1.289043824562706442e-06
1.600000000000000000e+01 2.700000000000000000e+01 9.219544457292887074e+00 2.221325628245158335e+00 -2.070620126835148733e-04 9.285775281041804864e-04 -1.343224516029903337e-06
1.700000000000000000e+01 2.700000000000000000e+01 8.246211251235321171e+00 2.109753852588053480e+00 -2.900655800510340554e-04 1.156003649047267819e-03 -1.392391437671572363e-06
1.800000000000000000e+01 2.700000000000000000e+01 7.280109889280518054e+00 1.985145956776060983e+00 -4.224612665650537280e-04 1.473748815065984742e-03 -1.436357950006066087e-06
1.900000000000000000e+01 2.700000000000000000e+01 6.324555320336759046e+00 1.844439727056968126e+00 -6.452999772169169812e-04 1.930816224333260431e-03 -1.474763914488530503e-06
2.000000000000000000e+01 2.700000000000000000e+01 5.385164807134503739e+00 1.683647914993236849e+00 -1.044622623351563334e-03 2.606582796857058286e-03 -1.507473140315539195e-06
2.100000000000000000e+01 2.700000000000000000e+01 4.472135954999579610e+00 1.497866136776995649e+00 -1.812845848658470316e-03 3.621096625908129876e-03 -1.534173537915892171e-06
2.200000000000000000e+01 2.700000000000000000e+01 3.605551275463989125e+00 1.282474678730768369e+00 -3.405698529000659655e-03 5.104540596207875029e-03 -1.554793278551319657e-06
2.300000000000000000e+01 2.700000000000000000e+01 2.828427124746190291e+00 1.039720770839918096e+00 -6.929782640558636297e-03 6.926513708648860540e-03 -1.569083986924929564e-06
2.400000000000000000e+01 2.700000000000000000e+01 2.236067977499789805e+00 8.047189562170502519e-01 -1.483573723152393185e-02 7.415428960027229538e-03 -1.577048903571298677e-06
2.500000000000000000e+01 2.700000000000000000e+01 2.000000000000000000e+00 6.931471805599452862e-01 -2.926120012569178794e-02 -1.578515076462727595e-06 -1.578515076462727595e-06
2.600000000000000000e+01 2.700000000000000000e+01 2.236067977499789805e+00 8.047189562170502519e-01 -1.483570767456381459e-02 -7.418599136825253931e-03 -1.573566739758794353e-06
2.700000000000000000e+01 2.700000000000000000e+01 2.828427124746190291e+00 1.039720770839918096e+00 -6.929723244830914702e-03 -6.929723244830912968e-03 -1.562112767486412146e-06
2.800000000000000000e+01 2.700000000000000000e+01 3.605551275463989125e+00 1.282474678730768369e+00 -3.405608721658362481e-03 -5.107816330684493075e-03 -1.544318563194077565e-06
2.900000000000000000e+01 2.700000000000000000e+01 4.472135954999579610e+00 1.497866136776995649e+00 -1.812724763680204076e-03 -3.624465876341690512e-03 -1.520175288803084224e-06
3.000000000000000000e+01 2.700000000000000000e+01 5.385164807134503739e+00 1.683647914993236849e+00 -1.044469073142303105e-03 -2.610074081234329581e-03 -1.489923768346022859e-06
3.100000000000000000e+01 2.700000000000000000e+01 6.324555320336759046e+00 1.844439727056968126e+00 -6.451124466446732722e-04 -1.934459156069944646e-03 -1.453632164766932577e-06
3.200000000000000000e+01 2.700000000000000000e+01 7.280109889280518054e+00 1.985145956776060983e+00 -4.222378631177905670e-04 -1.477574857492484298e-03 -1.411605698620373162e-06
3.300000000000000000e+01 2.700000000000000000e+01 8.246211251235321171e+00 2.109753852588053480e+00 -2.898040203160117366e-04 -1.160046086632915766e-03 -1.363979477378863409e-06
3.400000000000000000e+01 2.700000000000000000e+01 9.219544457292887074e+00 2.221325628245158335e+00 -2.067595466612379140e-04 -9.328722790198796383e-04 -1.311108179092353859e-06
3.500000000000000000e+01 2.700000000000000000e+01 1.019803902718556898e+01 2.322195449570686243e+00 -1.522434752856700185e-04 -7.659059782608819075e-04 -1.253180613209389088e-06
3.600000000000000000e+01 2.700000000000000000e+01 1.118033988749894903e+01 2.414156868651150756e+00 -1.150269548405085870e-04 -6.402589129167047914e-04 -1.190583891830590546e-06
3.700000000000000000e+01 2.700000000000000000e+01 1.216552506059643868e+01 2.498606136882057349e+00 -8.874656593058495406e-05 -5.437838357724440307e-04 -1.123546004691555744e-06
3.800000000000000000e+01 2.700000000000000000e+01 1.315294643796590535e+01 2.576645797248889647e+00 -6.963078524491639505e-05 -4.684617735890754878e-04 -1.052469383591323956e-06
3.900000000000000000e+01 2.700000000000000000e+01 1.414213562373095101e+01 2.649158683274018156e+00 -5.535300882797303083e-05 -4.088547790882686699e-04 -9.776073117391884115e-07
4.000000000000000000e+01 2.700000000000000000e+01 1.513274595042155646e+01 2.716861001777119977e+00 -4.442809517447182145e-05 -3.611955931280103841e-04 -8.993621819603728890e-07
4.100000000000000000e+01 2.700000000000000000e+01 1.612451549659709826e+01 2.780340815507763796e+00 -3.587724428336623583e-05 -3.228124096796773472e-04 -8.180009528630915322e-07
4.200000000000000000e+01 2.700000000000000000e+01 1.711724276862369010e+01 2.840086304508533832e+00 -2.903797237184058480e-05 -2.917853287086174261e-04 -7.339138210765835599e-07
4.300000000000000000e+01 2.700000000000000000e+01 1.811077027627483460e+01 2.896506804192072071e+00 -2.344928045311953438e-05 -2.667062492130692526e-04 -6.473732146677164609e-07
4.400000000000000000e+01 2.700000000000000000e+01 1.910497317454279909e+01 2.949948676791245727e+00 -1.878310900581617315e-05 -2.465410370817536527e-04 -5.587490610628551707e-07
4.500000000000000000e+01 2.700000000000000000e+01 2.009975124224177989e+01 3.000707438980574793e+00 -1.479940257634228956e-05 -2.305164044339034135e-04 -4.683150063237561528e-07
4.600000000000000000e+01 2.700000000000000000e+01 2.109502310972898798e+01 3.049037141083120073e+00 -1.131842231746812153e-05 -2.180647023304887609e-04 -3.764169789508367038e-07
4.700000000000000000e+01 2.700000000000000000e+01 2.209072203437452231e+01 3.095157702926573773e+00 -8.200942379880222458e-06 -2.087638511761692544e-04 -2.833294744389531009e-07
4.800000000000000000e+01 2.700000000000000000e+01 2.308679276123039159e+01 3.139260712082922122e+00 -5.335684005470592772e-06 -2.023189380030837039e-04 -1.893747003966269465e-07
4.900000000000000000e+01 2.700000000000000000e+01 2.408318915758459156e+01 3.181514051770232498e+00 -2.629390363117012157e-06 -1.096955206792207262e-04 -9.483089639940290531e-08
0.000000000000000000e+00 2.800000000000000000e+01 2.517935662402834396e+01 3.226024477218612851e+00 -3.301105207118015805e-06 7.888757327597274596e-05 -9.093592637606688969e-08
1.000000000000000000e+00 2.800000000000000000e+01 2.418677324489564739e+01 3.185805923615928403e+00 -6.689904221766516598e-06 1.790455720993560794e-04 -1.816278342811497668e-07
2.000000000000000000e+00 2.800000000000000000e+01 2.319482700948640286e+01 3.143929280080892230e+00 -1.025933644995772210e-05 1.843737315603712187e-04 -2.718165964405707888e-07
3.000000000000000000e+00 2.800000000000000000e+01 2.220360331117451835e+01 3.100254587021344932e+00 -1.411376187407300392e-05 1.920352071873429795e-04 -3.612656242252439143e-07
4.000000000000000000e+00 2.800000000000000000e+01 2.121320343559642652e+01 3.054623791382182763e+00 -1.837557821998615955e-05 2.022406421385724738e-04 -4.496935533713857479e-07
5.000000000000000000e+00 2.800000000000000000e+01 2.022374841615668473e+01 3.006857578021401078e+00 -2.319498793103193929e-05 2.152902584803448012e-04 -5.368643922902581814e-07
6.000000000000000000e+00 2.800000000000000000e+01 1.923538406167134340e+01 2.956751502819134902e+00 -2.876147882392135393e-05 2.315795817881949716e-04 -6.224693234073213829e-07
7.000000000000000000e+00 2.800000000000000000e+01 1.824828759089465890e+01 2.904071244990221956e+00 -3.532211806480951410e-05 2.516398190900812504e-04 -7.062682668526913329e-07
8.000000000000000000e+00 2.800000000000000000e+01 1.726267650163206824e+01 2.848546743252702296e+00 -4.320531658060660935e-05 2.761633399568384556e-04 -7.879228406426934048e-07
9.000000000000000000e+00 2.800000000000000000e+01 1.627882059609970611e+01 2.789864912993111012e+00 -5.285915644328816401e-05 3.060703326128314580e-04 -8.671874119812149340e-07
1.000000000000000000e+01 2.800000000000000000e+01 1.529705854077835525e+01 2.727660557678850850e+00 -6.490591247839284234e-05 3.425736321080207532e-04 -9.436959219335724902e-07
1.100000000000000000e+01 2.800000000000000000e+01 1.431782106327635340e+01 2.661504989569204227e+00 -8.023073241136260622e-05 3.873005795698382294e-04 -1.017199655053415905e-06
1.200000000000000000e+01 2.800000000000000000e+01 1.334166406412633421e+01 2.590891775146042519e+00 -1.001180836101981438e-04 4.424411682761057382e-04 -1.087311228591385931e-06
1.300000000000000000e+01 2.800000000000000000e+01 1.236931687685298087e+01 2.515218960696217643e+00 -1.264791836100775339e-04 5.109905958636034792e-04 -1.153785486906686031e-06
1.400000000000000000e+01 2.800000000000000000e+01 1.140175425099137918e+01 2.433767225227791098e+00 -1.622272649371325932e-04 5.970779398532858034e-04 -1.216224478983209123e-06
1.500000000000000000e+01 2.800000000000000000e+01 1.044030650891055068e+01 2.345673941114571726e+00 -2.119293260306269987e-04 7.064668851476715167e-04 -1.274397099052318461e-06
1.600000000000000000e+01 2.800000000000000000e+01 9.486832980505138124e+00 2.249904835165132511e+00 -2.829534745724393563e-04 8.472403221722502216e-04 -1.327909334154601939e-06
1.700000000000000000e+01 2.800000000000000000e+01 8.544003745317530374e+00 2.145229720574195476e+00 -3.875630668494509448e-04 1.030714383036372868e-03 -1.376557554607932971e-06
1.800000000000000000e+01 2.800000000000000000e+01 7.615773105863908654e+00 2.030221505273209548e+00 -5.468113752044516211e-04 1.272367106159752372e-03 -1.419968717693634308e-06
1.900000000000000000e+01 2.800000000000000000e+01 6.708203932499369415e+00 1.903331244885160034e+00 -7.979197158117677310e-04 1.591943061407730640e-03 -1.457981593320362146e-06
2.000000000000000000e+01 2.800000000000000000e+01 5.830951894845300743e+00 1.763180262308080781e+00 -1.208193725872606580e-03 2.009700849533413783e-03 -1.490261977263492021e-06
2.100000000000000000e+01 2.800000000000000000e+01 5.000000000000000000e+00 1.609437912434100282e+00 -1.900133267899056268e-03 2.529750850319261932e-03 -1.516705650721032750e-06
2.200000000000000000e+01 2.800000000000000000e+01 4.242640687119284770e+00 1.445185878948082259e+00 -3.089681160544792242e-03 3.086314281318051911e-03 -1.537034002488564532e-06
2.300000000000000000e+01 2.800000000000000000e+01 3.605551275463989125e+00 1.282474678730768369e+00 -5.107901508598963053e-03 3.402435854435259185e-03 -1.551212191619119607e-06
2.400000000000000000e+01 2.800000000000000000e+01 3.162277660168379523e+00 1.151292546497022951e+00 -8.206593208834513792e-03 2.733320176415730135e-03 -1.559030910735711983e-06
2.500000000000000000e+01 2.800000000000000000e+01 3.000000000000000000e+00 1.098612288668109782e+00 -1.130188720149385637e-02 -1.560533061105082164e-06 -1.560533061105082164e-06
2.600000000000000000e+01 2.800000000000000000e+01 3.162277660168379523e+00 1.151292546497022951e+00 -8.206550828737838726e-03 -2.736454106111174678e-03 -1.555587704196378929e-06
2.700000000000000000e+01 2.800000000000000000e+01 3.605551275463989125e+00 1.282474678730768369e+00 -5.107816330684494810e-03 -3.405608721658362481e-03 -1.544318563190608118e-06
2.800000000000000000e+01 2.800000000000000000e+01 4.242640687119284770e+00 1.445185878948082259e+00 -3.089552347587132437e-03 -3.089552347587128101e-03 -1.526676486947146916e-06
2.900000000000000000e+01 2.800000000000000000e+01 5.000000000000000000e+00 1.609437912434100282e+00 -1.899959536283093997e-03 -2.533081265127174950e-03 -1.502863239022378394e-06
3.000000000000000000e+01 2.800000000000000000e+01 5.830951894845300743e+00 1.763180262308080781e+00 -1.207973339047545454e-03 -2.013151517787138169e-03 -1.472909004948327882e-06
3.100000000000000000e+01 2.800000000000000000e+01 6.708203932499369415e+00 1.903331244885160034e+00 -7.976504284123147465e-04 -1.595543365687554505e-03 -1.437085184448870512e-06
3.200000000000000000e+01 2.800000000000000000e+01 7.615773105863908654e+00 2.030221505273209548e+00 -5.464904179162738060e-04 -1.276147830347596282e-03 -1.395493571346943101e-06
3.300000000000000000e+01 2.800000000000000000e+01 8.544003745317530374e+00 2.145229720574195476e+00 -3.871870568269136087e-04 -1.034708476165201521e-03 -1.348462188077281104e-06
3.400000000000000000e+01 2.800000000000000000e+01 9.486832980505138124e+00 2.249904835165132511e+00 -2.825183844834553218e-04 -8.514829140035956589e-04 -1.296152723610256852e-06
3.500000000000000000e+01 2.800000000000000000e+01 1.044030650891055068e+01 2.345673941114571726e+00 -2.114303523282155123e-04 -7.109961202329045590e-04 -1.238933808475617404e-06
3.600000000000000000e+01 2.800000000000000000e+01 1.140175425099137918e+01 2.433767225227791098e+00 -1.616587688974355924e-04 -6.019351319080524631e-04 -1.177013087955841586e-06
3.700000000000000000e+01 2.800000000000000000e+01 1.236931687685298087e+01 2.515218960696217643e+00 -1.258345031751755862e-04 -5.162211756549147431e-04 -1.110782709984412669e-06
3.800000000000000000e+01 2.800000000000000000e+01 1.334166406412633421e+01 2.590891775146042519e+00 -9.938942647583714173e-05 -4.480950421556217922e-04 -1.040482034293235478e-06
3.900000000000000000e+01 2.800000000000000000e+01 1.431782106327635340e+01 2.661504989569204227e+00 -7.940890755685388325e-05 -3.934332593616587763e-04 -9.665104892982168128e-07
4.000000000000000000e+01 2.800000000000000000e+01 1.529705854077835525e+01 2.727660557678850850e+00 -6.398014260095984292e-05 -3.492468937090385198e-04 -8.891263859026228566e-07
4.100000000000000000e+01 2.800000000000000000e+01 1.627882059609970611e+01 2.789864912993111012e+00 -5.181668895764776107e-05 -3.133536363035421303e-04 -8.087227005609994024e-07
4.200000000000000000e+01 2.800000000000000000e+01 1.726267650163206824e+01 2.848546743252702296e+00 -4.203110089555665754e-05 -2.841349357303799136e-04 -7.255668013542550601e-07
4.300000000000000000e+01 2.800000000000000000e+01 1.824828759089465890e+01 2.904071244990221956e+00 -3.399822721259968244e-05 -2.603886326885168807e-04 -6.400351481909921994e-07
4.400000000000000000e+01 2.800000000000000000e+01 1.923538406167134340e+01 2.956751502819134902e+00 -2.726655852558772415e-05 -2.412069991512706115e-04 -5.523979816890716571e-07
4.500000000000000000e+01 2.800000000000000000e+01 2.022374841615668473e+01 3.006857578021401078e+00 -2.150336830831209908e-05 -2.259127663451368051e-04 -4.630094145459916211e-07
4.600000000000000000e+01 2.800000000000000000e+01 2.121320343559642652e+01 3.054623791382182763e+00 -1.645633104319636124e-05 -2.139926720782402625e-04 -3.721403142564728116e-07
4.700000000000000000e+01 2.800000000000000000e+01 2.220360331117451835e+01 3.100254587021344932e+00 -1.192928523696917646e-05 -2.050730174725376106e-04 -2.801208047381923381e-07
4.800000000000000000e+01 2.800000000000000000e+01 2.319482700948640286e+01 3.143929280080892230e+00 -7.763722635647054334e-06 -1.988799539873241460e-04 -1.872237216067140862e-07
4.900000000000000000e+01 2.800000000000000000e+01 2.418677324489564739e+01 3.185805923615928403e+00 -3.826593015020810428e-06 -1.078024294910843756e-04 -9.375715600667532817e-08
0.000000000000000000e+00 2.900000000000000000e+01 2.531797780234432693e+01 3.231514728460334940e+00 -4.271503880631474272e-06 7.723774409927977071e-05 -8.952915203762226801e-08
1.000000000000000000e+00 2.900000000000000000e+01 2.433105012119287736e+01 3.191753317442002746e+00 -8.653615387554377614e-06 1.750370194679521914e-04 -1.788113250074591706e-07
2.000000000000000000e+00 2.900000000000000000e+01 2.334523505985750447e+01 3.150392897331621977e+00 -1.326351975593746549e-05 1.801009192376443234e-04 -2.676106250940838566e-07
3.000000000000000000e+00 2.900000000000000000e+01 2.236067977499789805e+01 3.107304049211095709e+00 -1.823170783272901659e-05 1.873655497721536298e-04 -3.556615571962372380e-07
4.000000000000000000e+00 2.900000000000000000e+01 2.137755832643194864e+01 3.062341695447102108e+00 -2.371102068446015714e-05 1.970227021830347927e-04 -4.427320303856019552e-07
5.000000000000000000e+00 2.900000000000000000e+01 2.039607805437113797e+01 3.015342630130631640e+00 -2.988653941154474636e-05 2.093284013658222500e-04 -5.285318256201829504e-07
6.000000000000000000e+00 2.900000000000000000e+01 1.941648783894759944e+01 2.966122593724005441e+00 -3.699094586580309058e-05 2.246308713427247212e-04 -6.128268628071602622e-07
7.000000000000000000e+00 2.900000000000000000e+01 1.843908891458577415e+01 2.914472808805103732e+00 -4.532294121125464339e-05 2.433779554433983597e-04 -6.952984850357255692e-07
8.000000000000000000e+00 2.900000000000000000e+01 1.746424919657297892e+01 2.860155888303705929e+00 -5.527672634344669642e-05 2.661576324945367188e-04 -7.757075037931326911e-07
9.000000000000000000e+00 2.900000000000000000e+01 1.649242250247064234e+01 2.802901033147998877e+00 -6.738078741614543857e-05 2.937234552175324717e-04 -8.537066448857134893e-07
1.000000000000000000e+01 2.900000000000000000e+01 1.552417469626002422e+01 2.742398466745327390e+00 -8.235978727280939167e-05 3.270573902631271086e-04 -9.290520576478965287e-07
1.100000000000000000e+01 2.900000000000000000e+01 1.456021977856103611e+01 2.678293137336006158e+00 -1.012227030998335501e-04 3.674265696221694355e-04 -1.001371887274921102e-06
1.200000000000000000e+01 2.900000000000000000e+01 1.360147050873544394e+01 2.610177912539162648e+00 -1.254036901870508001e-04 4.164844470160042420e-04 -1.070422111597996162e-06
1.300000000000000000e+01 2.900000000000000000e+01 1.264911064067351809e+01 2.537586907616913301e+00 -1.569756998706479337e-04 4.763763165986706002e-04 -1.135814755134001083e-06
1.400000000000000000e+01 2.900000000000000000e+01 1.170469991071962568e+01 2.459990462914062537e+00 -1.989960774165418222e-04 5.498898350998887834e-04 -1.197314121959437011e-06
1.500000000000000000e+01 2.900000000000000000e+01 1.077032961426900748e+01 2.376795095553182247e+00 -2.560551854539224424e-04 6.405940624650222764e-04 -1.254528649428932052e-06
1.600000000000000000e+01 2.900000000000000000e+01 9.848857801796103928e+00 2.287355489251691409e+00 -3.351751212099340731e-04 7.529437872853565403e-04 -1.307242862538110506e-06
1.700000000000000000e+01 2.900000000000000000e+01 8.944271909999159220e+00 2.191013317336941046e+00 -4.472630518977762683e-04 8.921457484152555545e-04 -1.355077288501746469e-06
1.800000000000000000e+01 2.900000000000000000e+01 8.062257748298549132e+00 2.087193634947818399e+00 -6.094491773672950849e-04 1.063392166103667956e-03 -1.397850796739687207e-06
1.900000000000000000e+01 2.900000000000000000e+01 7.211102550927978250e+00 1.975621859290713545e+00 -8.486546704792987186e-04 1.269433873665105472e-03 -1.435213373912440360e-06
2.000000000000000000e+01 2.900000000000000000e+01 6.403124237432848531e+00 1.856786033352153975e+00 -1.206414983369098227e-03 1.504369244769769749e-03 -1.467032966571100994e-06
2.100000000000000000e+01 2.900000000000000000e+01 5.656854249492380582e+00 1.732867951399863271e+00 -1.743112242599468079e-03 1.739609191235944215e-03 -1.493006266286081574e-06
2.200000000000000000e+01 2.900000000000000000e+01 5.000000000000000000e+00 1.609437912434100282e+00 -2.533248358870027542e-03 1.896772355507968244e-03 -1.513063768111312657e-06
2.300000000000000000e+01 2.900000000000000000e+01 4.472135954999579610e+00 1.497866136776995649e+00 -3.624576356387169788e-03 1.809601660359138990e-03 -1.526964049522461231e-06
2.400000000000000000e+01 2.900000000000000000e+01 4.123105625617660586e+00 1.416606672028108083e+00 -4.894275882365626759e-03 1.221443267132336225e-03 -1.534710516419221515e-06
2.500000000000000000e+01 2.900000000000000000e+01 4.000000000000000000e+00 1.386294361119890572e+00 -5.723835008126667775e-03 -1.536134979787662225e-06 -1.536134979785927501e-06
2.600000000000000000e+01 2.900000000000000000e+01 4.123105625617660586e+00 1.416606672028108083e+00 -4.894220913643235193e-03 -1.224528266015892375e-03 -1.531319485896867616e-06
2.700000000000000000e+01 2.900000000000000000e+01 4.472135954999579610e+00 1.497866136776995649e+00 -3.624465876341688778e-03 -1.812724763680206679e-03 -1.520175288803084224e-06
